"date","av_temp_val","av_temp_ano","min_temp_val","min_temp_ano","max_temp_val","max_temp_ano","prec_temp_val","prec_temp_ano","cool_temp_val","cool_temp_ano","heat_temp_val","heat_temp_ano"
"1917-08-01",71.02,-1.08,57.56,-1.5,84.49,-0.65,2.44,-0.18,265,-18,19,2
"1917-09-01",64.09,-0.77,51.1,-0.8,77.07,-0.74,2.17,-0.32,125,-31,104,30
"1917-10-01",50.41,-3.7,36.48,-4.93,64.35,-2.45,1.38,-0.78,34,-16,388,111
"1917-11-01",43.54,1.85,31.03,0.35,56.03,3.32,0.95,-1.28,6,-7,597,35
"1917-12-01",29.64,-3.04,18.64,-3.96,40.62,-2.14,1.66,-0.69,2,-4,1011,168
"1918-01-01",23.86,-6.26,13.28,-6.47,34.47,-6.02,2.41,0.1,2,-6,1170,245
"1918-02-01",33.82,0,21.74,-1.08,45.88,1.06,1.72,-0.41,10,3,766,1
"1918-03-01",45.75,4.25,33.19,3.2,58.3,5.29,1.85,-0.66,27,11,537,-90
"1918-04-01",49.03,-2.02,36.73,-1.88,61.3,-2.18,2.82,0.3,22,-8,398,39
"1918-05-01",60.8,0.6,47.8,0.36,73.81,0.85,2.59,-0.32,119,21,135,-32
"1918-06-01",71.15,2.66,57.61,1.99,84.67,3.33,2.25,-0.68,229,21,39,-4
"1918-07-01",72.45,-1.16,59.09,-1.45,85.78,-0.9,2.33,-0.45,272,-43,13,4
"1918-08-01",72.5,0.4,59.22,0.16,85.78,0.64,2.47,-0.15,322,39,13,-4
"1918-09-01",61.92,-2.94,48.76,-3.14,75.07,-2.74,2.44,-0.05,102,-54,131,57
"1918-10-01",56.17,2.06,44.6,3.19,67.75,0.95,2.92,0.76,66,16,227,-50
"1918-11-01",40.51,-1.18,30.43,-0.25,50.58,-2.13,2.32,0.09,8,-5,582,20
"1918-12-01",34.45,1.77,25.16,2.56,43.74,0.98,2.66,0.31,5,-1,764,-79
"1919-01-01",31.82,1.7,20.91,1.16,42.73,2.24,1.91,-0.4,4,-4,867,-58
"1919-02-01",32.25,-1.57,22.37,-0.45,42.15,-2.67,2.64,0.51,5,-2,772,7
"1919-03-01",40.89,-0.61,29.61,-0.38,52.18,-0.83,2.71,0.2,14,-2,612,-15
"1919-04-01",51.35,0.3,39.11,0.5,63.55,0.07,2.41,-0.11,25,-5,364,5
"1919-05-01",60.03,-0.17,47.44,0,72.61,-0.35,3.2,0.29,82,-16,172,5
"1919-06-01",69.3,0.81,56.16,0.54,82.42,1.08,2.97,0.04,222,14,31,-12
"1919-07-01",74.35,0.74,61.2,0.66,87.53,0.85,3.04,0.26,321,6,6,-3
"1919-08-01",72.27,0.17,58.86,-0.2,85.66,0.52,2.48,-0.14,262,-21,21,4
"1919-09-01",65.64,0.78,52.9,1,78.37,0.56,2.34,-0.15,154,-2,65,-9
"1919-10-01",52.59,-1.52,41.76,0.35,63.43,-3.37,3.45,1.29,86,36,253,-24
"1919-11-01",39.31,-2.38,28.67,-2.01,49.96,-2.75,2.8,0.57,15,2,591,29
"1919-12-01",28.78,-3.9,18.39,-4.21,39.18,-3.58,1.81,-0.54,5,-1,954,111
"1920-01-01",29.23,-0.89,19.15,-0.6,39.31,-1.18,2.21,-0.1,7,-1,1009,84
"1920-02-01",33.69,-0.13,23.31,0.49,44.06,-0.76,1.61,-0.52,4,-3,811,46
"1920-03-01",40.28,-1.22,28.65,-1.34,51.91,-1.1,2.78,0.27,9,-7,650,23
"1920-04-01",46.78,-4.27,35.44,-3.17,58.12,-5.36,3.3,0.78,25,-5,443,84
"1920-05-01",59.31,-0.89,46.83,-0.61,71.78,-1.18,2.79,-0.12,85,-13,201,34
"1920-06-01",67.37,-1.12,54.68,-0.94,80.04,-1.3,2.89,-0.04,184,-24,47,4
"1920-07-01",72.7,-0.91,59.36,-1.18,86.04,-0.64,2.7,-0.08,272,-43,14,5
"1920-08-01",70.63,-1.47,57.94,-1.12,83.32,-1.82,3.4,0.78,251,-32,17,0
"1920-09-01",65.44,0.58,52.7,0.8,78.17,0.36,2.44,-0.05,163,7,65,-9
"1920-10-01",54.63,0.52,42.15,0.74,67.1,0.3,2.17,0.01,44,-6,236,-41
"1920-11-01",39.7,-1.99,29.62,-1.06,49.78,-2.93,2.26,0.03,8,-5,620,58
"1920-12-01",33.13,0.45,23.52,0.92,42.73,-0.03,2.75,0.4,4,-2,822,-21
"1921-01-01",34.36,4.24,24.24,4.49,44.47,3.98,2.11,-0.2,10,2,831,-94
"1921-02-01",36.9,3.08,25.5,2.68,48.29,3.47,1.77,-0.36,7,0,695,-70
"1921-03-01",46.63,5.13,34.7,4.71,58.57,5.56,2.52,0.01,37,21,451,-176
"1921-04-01",51.01,-0.04,38.26,-0.35,63.73,0.25,2.79,0.27,26,-4,309,-50
"1921-05-01",60.1,-0.1,47.66,0.22,72.54,-0.42,2.55,-0.36,85,-13,170,3
"1921-06-01",70.36,1.87,57.72,2.1,82.98,1.64,2.9,-0.03,242,34,29,-14
"1921-07-01",74.66,1.05,61.72,1.18,87.6,0.92,2.86,0.08,363,48,7,-2
"1921-08-01",72.03,-0.07,59.02,-0.04,85.03,-0.11,2.6,-0.02,266,-17,21,4
"1921-09-01",66.54,1.68,53.71,1.81,79.38,1.57,2.57,0.08,219,63,50,-24
"1921-10-01",55.35,1.24,41.36,-0.05,69.33,2.53,1.46,-0.7,46,-4,272,-5
"1921-11-01",42.58,0.89,30.92,0.24,54.23,1.52,2.41,0.18,18,5,541,-21
"1921-12-01",35.08,2.4,24.8,2.2,45.36,2.6,2.24,-0.11,9,3,790,-53
"1922-01-01",26.8,-3.32,16.38,-3.37,37.24,-3.25,2.03,-0.28,5,-3,1000,75
"1922-02-01",31.95,-1.87,21,-1.82,42.91,-1.91,2.44,0.31,10,3,740,-25
"1922-03-01",40.42,-1.08,29.37,-0.62,51.48,-1.53,3.46,0.95,14,-2,630,3
"1922-04-01",50.31,-0.74,38.79,0.18,61.83,-1.65,3.08,0.56,37,7,360,1
"1922-05-01",61.18,0.98,48.63,1.19,73.72,0.76,3.11,0.2,115,17,132,-35
"1922-06-01",70.14,1.65,56.91,1.29,83.35,2.01,2.7,-0.23,231,23,28,-15
"1922-07-01",73,-0.61,59.9,-0.64,86.13,-0.55,2.89,0.11,298,-17,11,2
"1922-08-01",72.81,0.71,59.59,0.53,86.04,0.9,2.23,-0.39,270,-13,16,-1
"1922-09-01",67.28,2.42,53.04,1.14,81.5,3.69,1.47,-1.02,184,28,50,-24
"1922-10-01",55.02,0.91,41.34,-0.07,68.68,1.88,1.73,-0.43,50,0,254,-23
"1922-11-01",41.86,0.17,31.64,0.96,52.11,-0.6,2.08,-0.15,14,1,557,-5
"1922-12-01",33.55,0.87,23.5,0.9,43.61,0.85,2.67,0.32,11,5,805,-38
"1923-01-01",34.59,4.47,24.1,4.35,45.09,4.6,2.44,0.13,12,4,842,-83
"1923-02-01",29.57,-4.25,18.37,-4.45,40.77,-4.05,1.86,-0.27,6,-1,866,101
"1923-03-01",38.3,-3.2,26.1,-3.89,50.49,-2.52,2.42,-0.09,14,-2,694,67
"1923-04-01",49.91,-1.14,37.78,-0.83,62.02,-1.46,2.84,0.32,29,-1,386,27
"1923-05-01",59.52,-0.68,46.74,-0.7,72.3,-0.66,3.13,0.22,82,-16,186,19
"1923-06-01",68.04,-0.45,55.71,0.09,80.35,-0.99,3.3,0.37,215,7,45,2
"1923-07-01",73.76,0.15,60.96,0.42,86.58,-0.1,2.7,-0.08,291,-24,10,1
"1923-08-01",71.11,-0.99,58.42,-0.64,83.79,-1.35,2.92,0.3,262,-21,22,5
"1923-09-01",65.07,0.21,52.63,0.73,77.49,-0.32,2.83,0.34,156,0,67,-7
"1923-10-01",51.24,-2.87,39.74,-1.67,62.74,-4.06,2.53,0.37,32,-18,327,50
"1923-11-01",42.58,0.89,31.5,0.82,53.67,0.96,1.88,-0.35,6,-7,570,8
"1923-12-01",35.98,3.3,26.35,3.75,45.63,2.87,2.83,0.48,10,4,696,-147
"1924-01-01",26.26,-3.86,14.85,-4.9,37.69,-2.8,2,-0.31,6,-2,994,69
"1924-02-01",35.19,1.37,24.22,1.4,46.15,1.33,1.83,-0.3,3,-4,784,19
"1924-03-01",37.18,-4.32,27.16,-2.83,47.21,-5.8,2.22,-0.29,5,-11,727,100
"1924-04-01",50.27,-0.78,37.72,-0.89,62.8,-0.68,2.26,-0.26,26,-4,382,23
"1924-05-01",57.9,-2.3,44.53,-2.91,71.29,-1.67,2.42,-0.49,69,-29,223,56
"1924-06-01",68.59,0.1,55.26,-0.36,81.91,0.57,2.77,-0.16,210,2,50,7
"1924-07-01",71.89,-1.72,58.37,-2.17,85.39,-1.29,2.37,-0.41,264,-51,16,7
"1924-08-01",72.07,-0.03,58.3,-0.76,85.82,0.68,2.21,-0.41,287,4,20,3
"1924-09-01",62.74,-2.12,49.39,-2.51,76.1,-1.71,2.92,0.43,117,-39,118,44
"1924-10-01",54.97,0.86,41.49,0.08,68.45,1.65,1.53,-0.63,44,-6,270,-7
"1924-11-01",42.4,0.71,30.49,-0.19,54.34,1.63,1.37,-0.86,13,0,556,-6
"1924-12-01",27.59,-5.09,17.33,-5.27,37.85,-4.91,2.62,0.27,7,1,932,89
"1925-01-01",29.08,-1.04,18.32,-1.43,39.87,-0.62,2.29,-0.02,9,1,962,37
"1925-02-01",38.3,4.48,26.83,4.01,49.75,4.93,1.78,-0.35,9,2,645,-120
"1925-03-01",44.24,2.74,31.35,1.36,57.13,4.12,1.56,-0.95,18,2,563,-64
"1925-04-01",54.72,3.67,41.76,3.15,67.66,4.18,2.1,-0.42,45,15,293,-66
"1925-05-01",60.01,-0.19,46.35,-1.09,73.65,0.69,1.92,-0.99,77,-21,203,36
"1925-06-01",69.84,1.35,57,1.38,82.69,1.35,2.91,-0.02,263,55,30,-13
"1925-07-01",74.14,0.53,60.84,0.3,87.44,0.76,2.65,-0.13,318,3,10,1
"1925-08-01",71.4,-0.7,57.83,-1.23,84.96,-0.18,2.06,-0.56,267,-16,18,1
"1925-09-01",66.67,1.81,54.28,2.38,79.03,1.22,2.88,0.39,213,57,59,-15
"1925-10-01",48.92,-5.19,38.26,-3.15,59.56,-7.24,2.99,0.83,42,-8,412,135
"1925-11-01",40.41,-1.28,29.35,-1.33,51.46,-1.25,2.16,-0.07,9,-4,616,54
"1925-12-01",32.5,-0.18,22.75,0.15,42.26,-0.5,1.66,-0.69,4,-2,876,33
"1926-01-01",30.31,0.19,20.16,0.41,40.48,-0.01,2.36,0.05,4,-4,937,12
"1926-02-01",37.67,3.85,26.78,3.96,48.56,3.74,2.05,-0.08,6,-1,718,-47
"1926-03-01",39.65,-1.85,28.09,-1.9,51.21,-1.8,2.31,-0.2,7,-9,727,100
"1926-04-01",50.04,-1.01,37.38,-1.23,62.69,-0.79,2.18,-0.34,20,-10,420,61
"1926-05-01",61.02,0.82,47.59,0.15,74.43,1.47,2.21,-0.7,91,-7,159,-8
"1926-06-01",68.2,-0.29,54.61,-1.01,81.79,0.45,2.49,-0.44,181,-27,58,15
"1926-07-01",73.36,-0.25,59.88,-0.66,86.83,0.15,2.86,0.08,299,-16,9,0
"1926-08-01",72.34,0.24,59.54,0.48,85.1,-0.04,3.22,0.6,297,14,14,-3
"1926-09-01",64.11,-0.75,51.94,0.04,76.28,-1.53,3.23,0.74,171,15,89,15
"1926-10-01",54.95,0.84,42.8,1.39,67.08,0.28,2.49,0.33,60,10,282,5
"1926-11-01",40.46,-1.23,29.75,-0.93,51.17,-1.54,2.87,0.64,8,-5,606,44
"1926-12-01",31.33,-1.35,21.81,-0.79,40.87,-1.89,2.67,0.32,8,2,896,53
"1927-01-01",31.55,1.43,21.22,1.47,41.88,1.39,1.77,-0.54,7,-1,911,-14
"1927-02-01",37.9,4.08,27.52,4.7,48.29,3.47,2.72,0.59,16,9,637,-128
"1927-03-01",42.26,0.76,31.26,1.27,53.26,0.25,2.59,0.08,13,-3,590,-37
"1927-04-01",51.58,0.53,39.65,1.04,63.54,0.06,3.05,0.53,42,12,365,6
"1927-05-01",59.76,-0.44,47.55,0.11,71.96,-1,2.99,0.08,109,11,190,23
"1927-06-01",67.21,-1.28,54.86,-0.76,79.56,-1.78,3.12,0.19,170,-38,65,22
"1927-07-01",72.68,-0.93,59.5,-1.04,85.87,-0.81,2.84,0.06,293,-22,11,2
"1927-08-01",69.37,-2.73,56.68,-2.38,82.04,-3.1,2.72,0.1,214,-69,40,23
"1927-09-01",64.98,0.12,52.5,0.6,77.45,-0.36,2.48,-0.01,163,7,68,-6
"1927-10-01",55.9,1.79,42.22,0.81,69.57,2.77,2.35,0.19,58,8,229,-48
"1927-11-01",44.35,2.66,33.78,3.1,54.91,2.2,2.75,0.52,22,9,475,-87
"1927-12-01",28.22,-4.46,17.83,-4.77,38.61,-4.15,2.68,0.33,4,-2,889,46
"1928-01-01",31.98,1.86,21.11,1.36,42.84,2.35,1.28,-1.03,4,-4,889,-36
"1928-02-01",34.34,0.52,23.38,0.56,45.3,0.48,1.84,-0.29,7,0,750,-15
"1928-03-01",43.12,1.62,31.39,1.4,54.86,1.85,2.39,-0.12,17,1,617,-10
"1928-04-01",48.06,-2.99,35.6,-3.01,60.49,-2.99,2.92,0.4,18,-12,429,70
"1928-05-01",61.52,1.32,47.97,0.53,75.06,2.1,2.34,-0.57,86,-12,164,-3
"1928-06-01",65.91,-2.58,53.85,-1.77,77.97,-3.37,4.28,1.35,165,-43,68,25
"1928-07-01",73.4,-0.21,60.64,0.1,86.14,-0.54,3.07,0.29,311,-4,9,0
"1928-08-01",71.82,-0.28,58.8,-0.26,84.83,-0.31,3.15,0.53,300,17,14,-3
"1928-09-01",63.27,-1.59,49.5,-2.4,77.02,-0.79,2.11,-0.38,122,-34,109,35
"1928-10-01",55.08,0.97,42.75,1.34,67.39,0.59,2.23,0.07,62,12,251,-26
"1928-11-01",41.58,-0.11,31.35,0.67,51.78,-0.93,2.15,-0.08,9,-4,561,-1
"1928-12-01",32.94,0.26,22.51,-0.09,43.38,0.62,1.74,-0.61,4,-2,819,-24
"1929-01-01",26.31,-3.81,15.51,-4.24,37.13,-3.36,2.36,0.05,9,1,984,59
"1929-02-01",26.92,-6.9,15.96,-6.86,37.87,-6.95,2.02,-0.11,7,0,884,119
"1929-03-01",43.56,2.06,32.14,2.15,54.97,1.96,2.81,0.3,23,7,545,-82
"1929-04-01",51.17,0.12,39.27,0.66,63.07,-0.41,2.93,0.41,42,12,345,-14
"1929-05-01",58.86,-1.34,46.08,-1.36,71.64,-1.32,3.51,0.6,87,-11,182,15
"1929-06-01",67.5,-0.99,54.23,-1.39,80.74,-0.6,2.63,-0.3,187,-21,48,5
"1929-07-01",73.6,-0.01,60.28,-0.26,86.92,0.24,2.57,-0.21,296,-19,9,0
"1929-08-01",72.63,0.53,58.75,-0.31,86.47,1.33,1.8,-0.82,270,-13,21,4
"1929-09-01",63.41,-1.45,50.97,-0.93,75.83,-1.98,2.75,0.26,147,-9,75,1
"1929-10-01",53.92,-0.19,41.38,-0.03,66.45,-0.35,2.6,0.44,44,-6,302,25
"1929-11-01",38.41,-3.28,27.54,-3.14,49.28,-3.43,1.96,-0.27,13,0,618,56
"1929-12-01",33.96,1.28,23.22,0.62,44.69,1.93,2.21,-0.14,4,-2,826,-17
"1930-01-01",23.54,-6.58,13.32,-6.43,33.78,-6.71,2.58,0.27,8,0,1011,86
"1930-02-01",40.1,6.28,28.54,5.72,51.64,6.82,1.74,-0.39,11,4,621,-144
"1930-03-01",40.41,-1.09,28.62,-1.37,52.2,-0.81,1.98,-0.53,7,-9,656,29
"1930-04-01",54.41,3.36,41.05,2.44,67.75,4.27,1.83,-0.69,38,8,328,-31
"1930-05-01",59.23,-0.97,46.94,-0.5,71.51,-1.45,3.17,0.26,98,0,165,-2
"1930-06-01",68.41,-0.08,54.7,-0.92,82.11,0.77,2.33,-0.6,205,-3,35,-8
"1930-07-01",75.04,1.43,60.93,0.39,89.13,2.45,1.79,-0.99,346,31,8,-1
"1930-08-01",72.9,0.8,59.25,0.19,86.52,1.38,1.96,-0.66,286,3,13,-4
"1930-09-01",65.75,0.89,52.57,0.67,78.93,1.12,2.33,-0.16,183,27,58,-16
"1930-10-01",51.69,-2.42,40.06,-1.35,63.34,-3.46,2.31,0.15,33,-17,328,51
"1930-11-01",41.09,-0.6,29.8,-0.88,52.38,-0.33,2.28,0.05,8,-5,568,6
"1930-12-01",31.17,-1.51,21.33,-1.27,41,-1.76,1.28,-1.07,2,-4,895,52
"1931-01-01",32.99,2.87,22.35,2.6,43.63,3.14,1.56,-0.75,3,-5,871,-54
"1931-02-01",37.94,4.12,27.36,4.54,48.51,3.69,1.84,-0.29,5,-2,687,-78
"1931-03-01",39.42,-2.08,28.33,-1.66,50.49,-2.52,2.31,-0.2,4,-12,690,63
"1931-04-01",51.06,0.01,37.99,-0.62,64.11,0.63,2.07,-0.45,18,-12,353,-6
"1931-05-01",59.43,-0.77,45.95,-1.49,72.88,-0.08,2.29,-0.62,76,-22,165,-2
"1931-06-01",70.7,2.21,57.16,1.54,84.24,2.9,2.14,-0.79,232,24,31,-12
"1931-07-01",75.81,2.2,62.08,1.54,89.53,2.85,2.71,-0.07,386,71,4,-5
"1931-08-01",71.96,-0.14,58.73,-0.33,85.19,0.05,2.72,0.1,283,0,13,-4
"1931-09-01",68.13,3.27,55.02,3.12,81.25,3.44,2.06,-0.43,219,63,40,-34
"1931-10-01",56.57,2.46,43.84,2.43,69.3,2.5,1.9,-0.26,69,19,219,-58
"1931-11-01",43.38,1.69,32.5,1.82,54.25,1.54,2.54,0.31,19,6,459,-103
"1931-12-01",35.06,2.38,25.86,3.26,44.26,1.5,3.38,1.03,16,10,719,-124
"1932-01-01",31.55,1.43,22.03,2.28,41.07,0.58,3.25,0.94,15,7,768,-157
"1932-02-01",36.7,2.88,25.81,2.99,47.61,2.79,2.23,0.1,17,10,655,-110
"1932-03-01",37.36,-4.14,26.37,-3.62,48.36,-4.65,2.31,-0.2,7,-9,734,107
"1932-04-01",51.6,0.55,39,0.39,64.18,0.7,2.14,-0.38,29,-1,373,14
"1932-05-01",60.51,0.31,47.62,0.18,73.4,0.44,2.42,-0.49,90,-8,158,-9
"1932-06-01",69.24,0.75,56.35,0.73,82.11,0.77,3.06,0.13,219,11,36,-7
"1932-07-01",74.1,0.49,60.78,0.24,87.4,0.72,2.6,-0.18,325,10,12,3
"1932-08-01",72.57,0.47,59.34,0.28,85.78,0.64,2.85,0.23,294,11,13,-4
"1932-09-01",64.69,-0.17,50.95,-0.95,78.42,0.61,2.16,-0.33,150,-6,70,-4
"1932-10-01",52.32,-1.79,39.9,-1.51,64.74,-2.06,2.48,0.32,40,-10,286,9
"1932-11-01",40.75,-0.94,28.87,-1.81,52.61,-0.1,2.02,-0.21,7,-6,613,51
"1932-12-01",29.41,-3.27,19.35,-3.25,39.49,-3.27,2.92,0.57,8,2,868,25
"1933-01-01",34.3,4.18,23.7,3.95,44.92,4.43,2.25,-0.06,13,5,760,-165
"1933-02-01",29.59,-4.23,17.78,-5.04,41.4,-3.42,1.94,-0.19,9,2,797,32
"1933-03-01",41.83,0.33,30.4,0.41,53.28,0.27,2.47,-0.04,14,-2,644,17
"1933-04-01",49.84,-1.21,37.33,-1.28,62.35,-1.13,2.54,0.02,27,-3,374,15
"1933-05-01",59.83,-0.37,47.71,0.27,71.92,-1.04,3.39,0.48,126,28,163,-4
"1933-06-01",71.56,3.07,57.18,1.56,85.95,4.61,1.45,-1.48,251,43,29,-14
"1933-07-01",75.13,1.52,61.5,0.96,88.75,2.07,2.83,0.05,329,14,7,-2
"1933-08-01",71.92,-0.18,58.87,-0.19,84.94,-0.2,2.86,0.24,277,-6,15,-2
"1933-09-01",67.73,2.87,54.73,2.83,80.71,2.9,2.4,-0.09,207,51,54,-20
"1933-10-01",55.2,1.09,41.83,0.42,68.58,1.78,1.66,-0.5,61,11,279,2
"1933-11-01",42.53,0.84,30.34,-0.34,54.7,1.99,1.05,-1.18,10,-3,590,28
"1933-12-01",36.43,3.75,25.47,2.87,47.39,4.63,2.66,0.31,12,6,773,-70
"1934-01-01",35.08,4.96,24.48,4.73,45.7,5.21,1.82,-0.49,8,0,811,-114
"1934-02-01",34.32,0.5,22.46,-0.36,46.2,1.38,1.65,-0.48,4,-3,878,113
"1934-03-01",42.78,1.28,29.62,-0.37,55.94,2.93,2.34,-0.17,14,-2,649,22
"1934-04-01",53.74,2.69,40.3,1.69,67.15,3.67,1.77,-0.75,36,6,327,-32
"1934-05-01",64.71,4.51,50.14,2.7,79.25,6.29,1.81,-1.1,123,25,107,-60
"1934-06-01",70.68,2.19,57,1.38,84.36,3.02,2.59,-0.34,270,62,32,-11
"1934-07-01",76.37,2.76,62.17,1.63,90.55,3.87,2.07,-0.71,384,69,6,-3
"1934-08-01",73.53,1.43,60.04,0.98,87.01,1.87,2.26,-0.36,293,10,18,1
"1934-09-01",63.84,-1.02,50.76,-1.14,76.93,-0.88,2.87,0.38,157,1,69,-5
"1934-10-01",56.52,2.41,43.29,1.88,69.75,2.95,1.69,-0.47,63,13,266,-11
"1934-11-01",45.01,3.32,34.12,3.44,55.89,3.18,3,0.77,14,1,489,-73
"1934-12-01",32.67,-0.01,22.91,0.31,42.42,-0.34,1.92,-0.43,5,-1,866,23
"1935-01-01",31.51,1.39,20.84,1.09,42.17,1.68,2.4,0.09,8,0,915,-10
"1935-02-01",36.01,2.19,25.02,2.2,47.01,2.19,1.7,-0.43,5,-2,747,-18
"1935-03-01",43.61,2.11,32.2,2.21,55.02,2.01,2.74,0.23,27,11,557,-70
"1935-04-01",49.71,-1.34,38.39,-0.22,61.02,-2.46,2.73,0.21,30,0,394,35
"1935-05-01",57.33,-2.87,45.73,-1.71,68.92,-4.04,3.72,0.81,79,-19,223,56
"1935-06-01",67.64,-0.85,54.82,-0.8,80.46,-0.88,3.19,0.26,186,-22,49,6
"1935-07-01",75.13,1.52,61.92,1.38,88.34,1.66,2.65,-0.13,346,31,7,-2
"1935-08-01",72.99,0.89,59.81,0.75,86.14,1,2.46,-0.16,305,22,12,-5
"1935-09-01",64.8,-0.06,51.33,-0.57,78.24,0.43,2.46,-0.03,137,-19,82,8
"1935-10-01",53.8,-0.31,40.71,-0.7,66.88,0.08,1.62,-0.54,53,3,285,8
"1935-11-01",39.49,-2.2,29.28,-1.4,49.69,-3.02,2.04,-0.19,10,-3,574,12
"1935-12-01",30.74,-1.94,21.25,-1.35,40.23,-2.53,1.77,-0.58,1,-5,957,114
"1936-01-01",27.36,-2.76,17.15,-2.6,37.56,-2.93,2.88,0.57,6,-2,1006,81
"1936-02-01",25.23,-8.59,14.2,-8.62,36.25,-8.57,2.62,0.49,4,-3,947,182
"1936-03-01",43.43,1.93,31.35,1.36,55.51,2.5,2.1,-0.41,18,2,548,-79
"1936-04-01",50.22,-0.83,37.13,-1.48,63.3,-0.18,2,-0.52,25,-5,403,44
"1936-05-01",63.46,3.26,49.77,2.33,77.14,4.18,2.25,-0.66,120,22,113,-54
"1936-06-01",70.61,2.12,56.61,0.99,84.6,3.26,1.91,-1.02,227,19,35,-8
"1936-07-01",76.8,3.19,62.74,2.2,90.84,4.16,2.31,-0.47,371,56,5,-4
"1936-08-01",74.59,2.49,60.87,1.81,88.32,3.18,2.21,-0.41,343,60,9,-8
"1936-09-01",66.36,1.5,53.44,1.54,79.29,1.48,2.99,0.5,186,30,56,-18
"1936-10-01",53.49,-0.62,40.86,-0.55,66.13,-0.67,2.08,-0.08,48,-2,279,2
"1936-11-01",39.81,-1.88,27.68,-3,51.94,-0.77,1.14,-1.09,9,-4,627,65
"1936-12-01",34.47,1.79,24.57,1.97,44.35,1.59,2.79,0.44,7,1,780,-63
"1937-01-01",24.84,-5.28,14.74,-5.01,34.93,-5.56,3.65,1.34,21,13,890,-35
"1937-02-01",31.73,-2.09,20.95,-1.87,42.49,-2.33,2.22,0.09,6,-1,775,10
"1937-03-01",38.84,-2.66,27.95,-2.04,49.73,-3.28,2.15,-0.36,7,-9,718,91
"1937-04-01",50.11,-0.94,37.98,-0.63,62.22,-1.26,2.68,0.16,25,-5,388,29
"1937-05-01",61.93,1.73,48.49,1.05,75.38,2.42,2.33,-0.58,104,6,144,-23
"1937-06-01",68.79,0.3,56.16,0.54,81.43,0.09,3.11,0.18,222,14,38,-5
"1937-07-01",74.59,0.98,61.3,0.76,87.87,1.19,2.62,-0.16,321,6,6,-3
"1937-08-01",74.66,2.56,61.07,2.01,88.23,3.09,2.55,-0.07,342,59,8,-9
"1937-09-01",65.7,0.84,52.3,0.4,79.11,1.3,2,-0.49,144,-12,80,6
"1937-10-01",53.89,-0.22,41.47,0.06,66.29,-0.51,2.61,0.45,42,-8,309,32
"1937-11-01",40.82,-0.87,29.98,-0.7,51.64,-1.07,2.16,-0.07,7,-6,606,44
"1937-12-01",32.7,0.02,23.47,0.87,41.95,-0.81,2.43,0.08,4,-2,863,20
"1938-01-01",32.14,2.02,22.14,2.39,42.13,1.64,2.11,-0.2,6,-2,894,-31
"1938-02-01",36,2.18,25.77,2.95,46.22,1.4,2.41,0.28,10,3,669,-96
"1938-03-01",45.01,3.51,33.84,3.85,56.17,3.16,3.3,0.79,30,14,526,-101
"1938-04-01",51.73,0.68,39.38,0.77,64.06,0.58,2.69,0.17,26,-4,330,-29
"1938-05-01",59.85,-0.35,47.61,0.17,72.07,-0.89,3.24,0.33,97,-1,173,6
"1938-06-01",68.77,0.28,55.99,0.37,81.54,0.2,3.12,0.19,190,-18,41,-2
"1938-07-01",73.78,0.17,60.89,0.35,86.65,-0.03,3.34,0.56,314,-1,7,-2
"1938-08-01",73.72,1.62,60.13,1.07,87.31,2.17,2.06,-0.56,332,49,10,-7
"1938-09-01",66.63,1.77,53.26,1.36,79.99,2.18,2.45,-0.04,160,4,73,-1
"1938-10-01",56.41,2.3,42.78,1.37,70,3.2,1.3,-0.86,51,1,238,-39
"1938-11-01",39.94,-1.75,27.97,-2.71,51.89,-0.82,2.01,-0.22,12,-1,560,-2
"1938-12-01",34.21,1.53,23.86,1.26,44.56,1.8,1.71,-0.64,4,-2,814,-29
"1939-01-01",33.91,3.79,23.79,4.04,44.02,3.53,2.49,0.18,9,1,843,-82
"1939-02-01",29.98,-3.84,18.41,-4.41,41.58,-3.24,2.93,0.8,11,4,768,3
"1939-03-01",42.51,1.01,30.24,0.25,54.79,1.78,2.07,-0.44,20,4,615,-12
"1939-04-01",51.53,0.48,38.48,-0.13,64.56,1.08,2.16,-0.36,32,2,381,22
"1939-05-01",62.71,2.51,48.96,1.52,76.46,3.5,2.2,-0.71,111,13,129,-38
"1939-06-01",68.86,0.37,56.16,0.54,81.55,0.21,3.32,0.39,234,26,38,-5
"1939-07-01",74.88,1.27,61.14,0.6,88.59,1.91,2.36,-0.42,320,5,7,-2
"1939-08-01",72.64,0.54,58.87,-0.19,86.4,1.26,2.71,0.09,300,17,10,-7
"1939-09-01",67.37,2.51,53.51,1.61,81.23,3.42,1.62,-0.87,199,43,50,-24
"1939-10-01",54.72,0.61,41.49,0.08,67.93,1.13,1.6,-0.56,59,9,258,-19
"1939-11-01",42.3,0.61,29.64,-1.04,54.93,2.22,0.99,-1.24,8,-5,592,30
"1939-12-01",37.72,5.04,26.6,4,48.83,6.07,1.88,-0.47,5,-1,750,-93
"1940-01-01",23.83,-6.29,14.09,-5.66,33.57,-6.92,1.93,-0.38,1,-7,1149,224
"1940-02-01",33.85,0.03,24.26,1.44,43.43,-1.39,2.98,0.85,3,-4,774,9
"1940-03-01",41.52,0.02,30.13,0.14,52.92,-0.09,2.27,-0.24,12,-4,684,57
"1940-04-01",50.23,-0.82,38.28,-0.33,62.19,-1.29,3.04,0.52,23,-7,403,44
